CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
"Sanford, NC",41820,2017,360,193,167,0,0,0,0,97,62,49,0,0,118,242,0
"Santa Cruz-Watsonville, CA",42100,2017,365,269,92,4,0,0,0,130,61,39,0,0,176,189,0
"Santa Fe, NM",42140,2017,365,282,83,0,0,0,0,100,61,44,0,0,332,33,0
"Santa Maria-Santa Barbara, CA",42200,2017,365,181,167,6,8,2,1,313,74,51,0,0,169,187,9
"Santa Rosa, CA",42220,2017,365,267,93,2,3,0,0,169,60,41,0,0,186,178,1
"Sault Ste. Marie, MI",42300,2017,307,238,69,0,0,0,0,87,54,39,0,0,93,214,0
"Savannah, GA",42340,2017,363,228,135,0,0,0,0,79,60,45,0,0,64,299,0
"Sayre, PA",42380,2017,362,259,103,0,0,0,0,77,57,42,0,0,157,205,0
"Scottsbluff, NE",42420,2017,113,80,32,1,0,0,0,142,59,31,0,0,0,113,0
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2017,365,221,144,0,0,0,0,91,61,45,0,13,139,213,0
"Seattle-Tacoma-Bellevue, WA",42660,2017,365,156,185,13,10,1,0,227,90,52,0,12,119,234,0
"Sebastian-Vero Beach, FL",42680,2017,302,274,27,1,0,0,0,101,50,38,0,0,302,0,0
"Sebring, FL",42700,2017,334,319,15,0,0,0,0,90,46,32,0,0,334,0,0
"Seneca, SC",42860,2017,360,295,65,0,0,0,0,84,53,39,0,0,247,113,0
"Sevierville, TN",42940,2017,364,301,63,0,0,0,0,90,61,44,0,0,364,0,0
"Seymour, IN",42980,2017,226,206,20,0,0,0,0,93,50,40,0,0,226,0,0
"Sheboygan, WI",43100,2017,245,192,40,13,0,0,0,129,71,41,0,0,245,0,0
"Shelton, WA",43220,2017,363,301,60,1,1,0,0,156,57,25,0,0,0,363,0
"Sheridan, WY",43260,2017,365,250,111,3,1,0,0,157,67,43,0,1,256,66,42
"Show Low, AZ",43320,2017,365,278,86,1,0,0,0,101,64,44,0,0,349,2,14
"Shreveport-Bossier City, LA",43340,2017,365,221,144,0,0,0,0,100,64,45,0,0,161,204,0
"Sierra Vista-Douglas, AZ",43420,2017,365,248,115,2,0,0,0,111,71,45,0,0,288,29,48
"Sioux City, IA-NE-SD",43580,2017,365,268,97,0,0,0,0,100,59,42,0,0,209,153,3
"Sioux Falls, SD",43620,2017,365,287,78,0,0,0,0,97,58,38,0,4,221,134,6
"Somerset, KY",43700,2017,282,243,39,0,0,0,0,77,53,40,0,0,206,76,0
"Somerset, PA",43740,2017,363,342,21,0,0,0,0,97,47,36,0,0,363,0,0
"Sonora, CA",43760,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
"South Bend-Mishawaka, IN-MI",43780,2017,365,233,125,7,0,0,0,133,66,44,0,14,180,171,0
"Spartanburg, SC",43900,2017,351,197,153,1,0,0,0,108,61,48,0,0,129,222,0
"Spokane-Spokane Valley, WA",44060,2017,365,160,186,10,5,4,0,278,78,52,0,0,86,272,7
"Springfield, IL",44100,2017,364,262,100,2,0,0,0,115,62,43,0,0,250,114,0
"Springfield, MA",44140,2017,365,260,100,5,0,0,0,122,61,43,0,2,196,167,0
"Springfield, MO",44180,2017,365,243,122,0,0,0,0,80,58,44,0,0,148,202,15
"Springfield, OH",44220,2017,365,209,154,2,0,0,0,105,66,47,0,0,124,241,0
"St. Cloud, MN",41060,2017,365,294,71,0,0,0,0,87,55,37,0,0,172,193,0
"St. George, UT",41100,2017,365,256,108,1,0,0,0,101,71,45,0,0,337,28,0
"St. Joseph, MO-KS",41140,2017,365,197,166,2,0,0,0,109,65,48,0,0,115,229,21
"St. Louis, MO-IL",41180,2017,365,88,265,11,1,0,0,159,84,57,0,2,121,230,12
"St. Marys, PA",41260,2017,342,326,16,0,0,0,0,90,47,35,0,0,342,0,0
"State College, PA",44300,2017,365,174,191,0,0,0,0,100,64,51,0,0,171,194,0
"Steamboat Springs, CO",44460,2017,342,333,9,0,0,0,0,62,31,15,0,0,0,0,342
"Stockton-Lodi, CA",44700,2017,365,141,191,33,0,0,0,146,100,55,0,2,153,202,8
"Summerville, GA",44900,2017,240,232,8,0,0,0,0,64,45,36,0,0,240,0,0
"Syracuse, NY",45060,2017,365,309,56,0,0,0,0,93,54,37,0,0,272,93,0
"Tahlequah, OK",45140,2017,280,261,19,0,0,0,0,71,49,39,0,0,280,0,0
"Talladega-Sylacauga, AL",45180,2017,116,65,51,0,0,0,0,73,60,44,0,0,0,116,0
"Tallahassee, FL",45220,2017,363,175,188,0,0,0,0,93,64,51,2,0,45,316,0
"Tampa-St. Petersburg-Clearwater, FL",45300,2017,365,152,210,3,0,0,0,150,67,52,0,0,94,271,0
"Taos, NM",45340,2017,352,328,24,0,0,0,0,63,38,16,0,0,0,352,0
"Terre Haute, IN",45460,2017,365,145,218,2,0,0,0,105,67,53,0,0,88,277,0
"Texarkana, TX-AR",45500,2017,360,188,172,0,0,0,0,75,58,49,0,0,0,360,0
"The Dalles, OR",45520,2017,364,249,99,7,8,1,0,278,72,39,0,0,115,249,0
"Toledo, OH",45780,2017,362,217,141,4,0,0,0,126,65,46,0,0,132,230,0
"Topeka, KS",45820,2017,361,242,119,0,0,0,0,94,61,43,0,0,171,189,1
"Torrington, CT",45860,2017,365,317,46,2,0,0,0,122,54,37,4,0,282,76,3
"Traverse City, MI",45900,2017,244,216,26,2,0,0,0,112,54,39,0,0,244,0,0
"Trenton, NJ",45940,2017,365,225,136,4,0,0,0,133,64,46,0,0,138,227,0
"Truckee-Grass Valley, CA",46020,2017,365,194,90,62,19,0,0,185,133,49,0,0,343,22,0
"Tucson, AZ",46060,2017,365,121,237,7,0,0,0,122,80,54,0,0,188,77,100
"Tulsa, OK",46140,2017,365,133,230,2,0,0,0,108,72,54,0,0,129,236,0
"Tupelo, MS",46180,2017,225,217,8,0,0,0,0,61,48,37,0,0,225,0,0
"Tuscaloosa, AL",46220,2017,350,92,257,1,0,0,0,123,71,57,0,0,38,312,0
"Twin Falls, ID",46300,2017,338,213,118,6,1,0,0,154,68,43,0,0,0,338,0
"Tyler, TX",46340,2017,364,336,28,0,0,0,0,90,49,37,0,8,356,0,0
"Ukiah, CA",46380,2017,365,226,131,7,0,1,0,203,70,45,0,0,107,255,3
"Urban Honolulu, HI",46520,2017,365,340,25,0,0,0,0,68,46,32,1,7,208,149,0
"Utica-Rome, NY",46540,2017,365,316,49,0,0,0,0,77,53,35,0,0,193,172,0
"Valdosta, GA",46660,2017,317,154,162,0,1,0,0,151,63,51,0,0,0,317,0
"Vallejo-Fairfield, CA",46700,2017,365,173,182,5,5,0,0,184,73,52,0,2,121,242,0
"Vernal, UT",46860,2017,365,200,154,3,6,2,0,206,74,49,0,0,342,23,0
"Victoria, TX",47020,2017,356,332,24,0,0,0,0,93,47,33,0,0,356,0,0
"Vincennes, IN",47180,2017,355,323,32,0,0,0,0,100,50,36,0,0,355,0,0
"Vineland-Bridgeton, NJ",47220,2017,364,254,110,0,0,0,0,84,58,42,0,17,168,179,0
"Vineyard Haven, MA",47240,2017,359,336,19,2,2,0,0,177,47,37,0,0,344,15,0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2017,365,273,92,0,0,0,0,97,57,43,0,22,194,149,0
"Visalia-Porterville, CA",47300,2017,365,67,171,96,31,0,0,174,147,81,0,0,211,147,7
"Wabash, IN",47340,2017,332,302,29,1,0,0,0,105,50,35,0,0,332,0,0
"Waco, TX",47380,2017,193,166,26,1,0,0,0,112,54,39,1,2,154,36,0
"Walla Walla, WA",47460,2017,365,265,88,9,1,2,0,222,64,30,0,0,0,354,11
"Walterboro, SC",47500,2017,357,263,94,0,0,0,0,84,57,41,0,0,137,220,0
"Warner Robins, GA",47580,2017,330,183,147,0,0,0,0,93,61,47,0,0,0,330,0
"Washington Court House, OH",47920,2017,357,326,30,1,0,0,0,115,49,35,0,0,357,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2017,365,78,279,8,0,0,0,133,76,58,0,14,107,244,0
"Waterloo-Cedar Falls, IA",47940,2017,363,107,256,0,0,0,0,93,67,54,0,0,27,336,0
"Watertown, SD",47980,2017,364,276,88,0,0,0,0,82,55,39,0,0,0,320,44
"Watertown-Fort Atkinson, WI",48020,2017,245,214,31,0,0,0,0,90,54,39,0,0,245,0,0
"Watertown-Fort Drum, NY",48060,2017,326,309,15,2,0,0,0,101,46,34,0,0,326,0,0
"Wausau, WI",48140,2017,237,223,14,0,0,0,0,90,47,36,0,0,237,0,0
"Weatherford, OK",48220,2017,305,302,3,0,0,0,0,88,30,17,0,0,0,0,305
"Weirton-Steubenville, WV-OH",48260,2017,365,100,265,0,0,0,0,99,71,56,0,0,48,311,6
"Wenatchee, WA",48300,2017,365,236,108,9,8,4,0,293,72,37,0,0,0,365,0
"Wheeling, WV-OH",48540,2017,365,112,253,0,0,0,0,87,69,55,0,0,48,316,1
"Whitewater-Elkhorn, WI",48580,2017,243,219,24,0,0,0,0,90,50,39,0,0,243,0,0
"Wichita, KS",48620,2017,365,229,136,0,0,0,0,100,61,45,0,6,180,110,69
"Williamsport, PA",48700,2017,364,343,21,0,0,0,0,84,46,33,0,0,329,0,35
"Williston, ND",48780,2017,362,302,58,2,0,0,0,131,54,37,0,0,257,102,3
"Wilmington, NC",48900,2017,356,297,59,0,0,0,0,67,54,38,0,0,131,225,0
"Wilmington, OH",48940,2017,245,206,36,3,0,0,0,143,61,42,0,0,245,0,0
"Winchester, VA-WV",49020,2017,345,254,91,0,0,0,0,80,56,41,0,0,144,200,1
"Winona, MN",49100,2017,119,104,15,0,0,0,0,65,52,22,0,0,0,119,0
"Winston-Salem, NC",49180,2017,365,177,188,0,0,0,0,100,66,51,0,0,122,243,0
"Worcester, MA-CT",49340,2017,365,286,74,5,0,0,0,143,58,40,0,11,238,116,0
"Yakima, WA",49420,2017,365,193,143,21,5,1,2,317,95,48,0,0,0,364,1
"York-Hanover, PA",49620,2017,365,198,167,0,0,0,0,93,66,47,0,11,145,209,0
"Youngstown-Warren-Boardman, OH-PA",49660,2017,365,81,280,4,0,0,0,115,70,56,0,0,54,311,0
"Yuba City, CA",49700,2017,365,128,228,9,0,0,0,130,84,56,0,0,134,228,3
"Yuma, AZ",49740,2017,365,201,150,12,1,1,0,235,73,49,0,0,168,142,55
"Aberdeen, SD",10100,2018,121,104,15,1,0,0,1,421,53,32,0,0,0,118,3
"Aberdeen, WA",10140,2018,365,324,37,1,3,0,0,168,51,29,0,0,0,365,0
"Adjuntas, PR",10260,2018,27,27,0,0,0,0,0,42,30,19,0,0,0,27,0
"Adrian, MI",10300,2018,344,246,94,4,0,0,0,115,68,43,0,0,187,157,0
"Akron, OH",10420,2018,365,197,167,1,0,0,0,105,68,49,0,0,113,252,0
"Albany, GA",10500,2018,357,227,129,1,0,0,0,137,62,39,0,0,0,357,0
"Albany, OR",10540,2018,365,254,106,5,0,0,0,122,66,36,0,0,0,365,0
"Albany-Schenectady-Troy, NY",10580,2018,365,246,116,3,0,0,0,119,63,42,0,0,154,211,0
"Albuquerque, NM",10740,2018,365,129,212,23,1,0,0,165,90,57,0,0,229,98,38
"Alexandria, LA",10780,2018,119,84,35,0,0,0,0,92,61,41,0,0,0,119,0
"Allentown-Bethlehem-Easton, PA-NJ",10900,2018,365,180,180,5,0,0,0,136,77,51,0,0,107,258,0
"Altoona, PA",11020,2018,359,244,114,1,0,0,0,132,63,42,0,0,186,173,0
"Amarillo, TX",11100,2018,365,253,102,10,0,0,0,134,74,44,0,0,310,55,0
"Americus, GA",11140,2018,241,219,22,0,0,0,0,80,50,34,0,0,241,0,0
"Anchorage, AK",11260,2018,365,269,92,3,1,0,0,151,64,34,0,0,96,222,47
"Ann Arbor, MI",11460,2018,365,238,121,6,0,0,0,150,67,46,0,0,161,204,0
"Appleton, WI",11540,2018,361,264,96,1,0,0,0,101,63,42,0,0,187,174,0
"Ardmore, OK",11620,2018,365,204,152,9,0,0,0,129,74,47,0,0,156,209,0
"Arkadelphia, AR",11660,2018,361,342,19,0,0,0,0,87,46,31,0,0,361,0,0
"Asheville, NC",11700,2018,364,240,123,1,0,0,0,105,62,44,0,0,171,193,0
"Ashtabula, OH",11780,2018,244,208,33,3,0,0,0,129,61,39,0,0,244,0,0
"Athens, OH",11900,2018,94,75,19,0,0,0,0,62,55,37,0,0,0,94,0
"Athens, TN",11940,2018,356,246,110,0,0,0,0,71,57,39,0,0,0,356,0
"Athens-Clarke County, GA",12020,2018,332,207,123,2,0,0,0,105,61,46,0,0,93,239,0
"Atlanta-Sandy Springs-Roswell, GA",12060,2018,365,116,239,10,0,0,0,133,77,54,0,3,102,260,0
"Atlantic City-Hammonton, NJ",12100,2018,365,277,87,1,0,0,0,112,56,41,0,0,183,182,0
"Augusta-Richmond County, GA-SC",12260,2018,365,189,172,4,0,0,0,150,64,49,0,0,81,284,0
"Augusta-Waterville, ME",12300,2018,360,339,21,0,0,0,0,90,47,30,0,115,210,33,2
"Austin-Round Rock, TX",12420,2018,365,168,188,9,0,0,0,115,69,52,0,9,96,259,1
"Bakersfield, CA",12540,2018,365,45,190,103,27,0,0,190,142,84,0,0,226,126,13
"Baltimore-Columbia-Towson, MD",12580,2018,365,134,215,16,0,0,0,150,80,53,0,4,112,249,0
"Bangor, ME",12620,2018,365,309,56,0,0,0,0,97,54,37,0,0,155,209,1
"Baraboo, WI",12660,2018,365,265,99,1,0,0,0,122,63,42,0,0,185,179,1
"Barnstable Town, MA",12700,2018,360,335,21,4,0,0,0,133,47,36,0,0,344,16,0
"Bartlesville, OK",12780,2018,8,4,4,0,0,0,0,65,65,53,0,0,2,6,0
"Baton Rouge, LA",12940,2018,365,142,204,18,1,0,0,153,80,52,0,0,102,263,0
"Bay City, MI",13020,2018,356,266,90,0,0,0,0,85,56,37,0,0,0,356,0
"Beaumont-Port Arthur, TX",13140,2018,365,141,213,10,1,0,0,154,75,54,0,0,88,277,0
"Beaver Dam, WI",13180,2018,365,250,112,3,0,0,0,133,68,44,0,0,203,162,0
"Bellingham, WA",13380,2018,361,319,33,6,3,0,0,193,52,29,0,0,144,217,0
"Bemidji, MN",13420,2018,352,309,42,1,0,0,0,106,52,31,0,0,0,352,0
"Bend-Redmond, OR",13460,2018,363,273,76,9,4,1,0,205,66,27,0,0,0,363,0
"Bennington, VT",13540,2018,365,300,64,1,0,0,0,101,55,37,0,0,207,158,0
"Berlin, NH-VT",13620,2018,271,222,46,3,0,0,0,115,64,44,0,0,224,47,0
"Billings, MT",13740,2018,345,251,91,2,1,0,0,155,60,37,0,0,0,345,0
"Birmingham-Hoover, AL",13820,2018,365,98,263,3,1,0,0,156,76,56,0,1,67,295,2
"Bishop, CA",13860,2018,365,192,136,26,7,2,2,638,101,49,0,0,291,44,30
"Bismarck, ND",13900,2018,365,235,125,3,2,0,0,153,66,43,4,1,158,201,1
"Blacksburg-Christiansburg-Radford, VA",13980,2018,345,306,39,0,0,0,0,93,51,37,0,0,345,0,0
"Bloomington, IL",14010,2018,365,169,195,1,0,0,0,108,67,52,0,0,99,266,0
"Bloomington, IN",14020,2018,364,187,174,3,0,0,0,129,66,50,0,0,119,245,0
"Boise City, ID",14260,2018,365,136,218,11,0,0,0,134,80,54,0,0,105,256,4
"Boston-Cambridge-Newton, MA-NH",14460,2018,365,109,251,5,0,0,0,126,70,54,0,4,38,323,0
"Boulder, CO",14500,2018,362,198,135,28,1,0,0,159,96,49,0,0,265,97,0
"Bowling Green, KY",14540,2018,365,202,163,0,0,0,0,100,63,48,0,0,69,296,0
"Bozeman, MT",14580,2018,365,289,70,5,1,0,0,154,57,32,0,4,0,361,0
"Brainerd, MN",14660,2018,364,289,74,1,0,0,0,107,60,36,0,0,117,247,0
"Branson, MO",14700,2018,119,101,18,0,0,0,0,78,55,28,0,0,0,119,0
"Bremerton-Silverdale, WA",14740,2018,349,319,25,2,3,0,0,180,45,16,0,0,0,349,0
"Bridgeport-Stamford-Norwalk, CT",14860,2018,365,218,126,14,7,0,0,185,80,46,0,11,157,197,0
"Brookings, SD",15100,2018,365,297,67,1,0,0,0,101,57,38,0,0,258,91,16
"Brownsville-Harlingen, TX",15180,2018,365,178,187,0,0,0,0,99,67,51,0,0,62,303,0
"Brunswick, GA",15260,2018,272,247,25,0,0,0,0,74,49,35,0,0,202,70,0
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2018,365,217,145,3,0,0,0,112,67,46,0,4,128,233,0
"Burlington-South Burlington, VT",15540,2018,365,295,70,0,0,0,0,90,56,40,0,0,218,147,0
"Butte-Silver Bow, MT",15580,2018,363,284,78,1,0,0,0,120,61,25,0,0,0,242,121
"Cadillac, MI",15620,2018,365,312,51,2,0,0,0,122,55,37,0,1,315,49,0
"Cambridge, MD",15700,2018,365,283,80,1,1,0,0,151,61,40,0,0,256,109,0
"Canton-Massillon, OH",15940,2018,365,176,186,3,0,0,0,108,71,51,0,0,117,248,0
"Cape Coral-Fort Myers, FL",15980,2018,365,294,70,1,0,0,0,106,57,38,0,0,212,153,0
"Carlsbad-Artesia, NM",16100,2018,365,210,135,17,3,0,0,185,90,48,0,7,349,9,0
"Carson City, NV",16180,2018,365,243,114,5,3,0,0,163,64,46,0,0,284,81,0
"Casper, WY",16220,2018,365,286,79,0,0,0,0,90,58,42,0,11,336,18,0
"Ca?on City, CO",15860,2018,20,20,0,0,0,0,0,36,20,15,0,0,0,0,20
"Cedar City, UT",16260,2018,365,257,108,0,0,0,0,90,71,44,0,0,311,54,0
"Cedar Rapids, IA",16300,2018,365,185,176,4,0,0,0,129,67,50,0,0,96,269,0
"Centralia, WA",16500,2018,365,298,61,3,3,0,0,172,58,28,0,0,0,365,0
"Chambersburg-Waynesboro, PA",16540,2018,353,343,10,0,0,0,0,74,44,32,0,0,353,0,0
"Champaign-Urbana, IL",16580,2018,365,209,152,4,0,0,0,112,65,47,0,0,148,217,0
"Charleston, WV",16620,2018,364,217,146,1,0,0,0,105,60,46,2,0,102,260,0
"Charleston-North Charleston, SC",16700,2018,359,269,90,0,0,0,0,79,55,41,0,2,68,289,0
"Charlotte-Concord-Gastonia, NC-SC",16740,2018,361,165,186,10,0,0,0,122,74,52,0,0,145,216,0
"Charlottesville, VA",16820,2018,310,252,58,0,0,0,0,93,56,40,0,0,177,133,0
"Chattanooga, TN-GA",16860,2018,365,180,184,1,0,0,0,101,66,51,0,0,92,273,0
"Cheyenne, WY",16940,2018,365,288,76,1,0,0,0,109,61,43,0,5,318,38,4
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2018,365,53,286,20,6,0,0,177,90,61,0,16,87,253,9
"Chico, CA",17020,2018,365,97,228,22,10,3,5,682,104,59,0,0,148,216,1
"Cincinnati, OH-KY-IN",17140,2018,365,87,265,11,2,0,0,159,78,57,0,2,99,261,3
"Claremont-Lebanon, NH-VT",17200,2018,365,294,71,0,0,0,0,90,55,39,0,0,184,181,0
"Clarksburg, WV",17220,2018,117,88,29,0,0,0,0,65,58,36,0,0,0,117,0
"Clarksville, TN-KY",17300,2018,365,221,144,0,0,0,0,90,61,44,0,0,156,209,0
"Clearlake, CA",17340,2018,357,344,10,1,1,1,0,233,43,33,0,0,343,12,2
"Cleveland, MS",17380,2018,312,182,128,2,0,0,0,129,67,47,0,0,100,212,0
"Cleveland-Elyria, OH",17460,2018,365,135,217,13,0,0,0,133,80,54,0,3,121,236,5
"Clinton, IA",17540,2018,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0
"Coeur d'Alene, ID",17660,2018,331,240,81,5,4,1,0,229,65,33,0,0,0,331,0
"Colorado Springs, CO",17820,2018,365,210,139,16,0,0,0,133,87,48,0,0,306,59,0
"Columbia, MO",17860,2018,245,208,36,1,0,0,0,105,54,40,0,0,245,0,0
"Columbia, SC",17900,2018,365,215,149,1,0,0,0,101,61,46,0,0,59,305,1
"Columbus, GA-AL",17980,2018,365,190,175,0,0,0,0,99,66,49,0,0,68,297,0
"Columbus, IN",18020,2018,365,242,119,4,0,0,0,108,63,44,0,0,184,181,0
"Columbus, OH",18140,2018,365,207,155,3,0,0,0,122,67,48,0,11,141,212,1
"Concord, NH",18180,2018,213,203,10,0,0,0,0,87,47,38,0,0,213,0,0
"Cookeville, TN",18260,2018,352,268,84,0,0,0,0,68,56,36,0,0,0,352,0
"Corning, NY",18500,2018,363,313,50,0,0,0,0,87,52,34,3,0,263,97,0
"Corpus Christi, TX",18580,2018,365,214,151,0,0,0,0,99,67,44,0,0,104,261,0
"Corsicana, TX",18620,2018,364,266,94,4,0,0,0,117,68,41,0,3,203,158,0
"Corvallis, OR",18700,2018,362,313,47,2,0,0,0,119,53,22,0,0,0,362,0
"Craig, CO",18780,2018,331,262,68,1,0,0,0,108,61,42,0,0,331,0,0
"Crescent City, CA",18860,2018,180,134,46,0,0,0,0,80,58,33,0,0,0,180,0
"Crestview-Fort Walton Beach-Destin, FL",18880,2018,353,325,28,0,0,0,0,80,49,33,0,0,345,0,8
"Cullowhee, NC",19000,2018,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0
"Dallas-Fort Worth-Arlington, TX",19100,2018,365,118,211,27,9,0,0,166,100,55,0,1,126,238,0
"Dalton, GA",19140,2018,271,232,39,0,0,0,0,100,54,37,0,0,205,66,0
"Daphne-Fairhope-Foley, AL",19300,2018,270,232,38,0,0,0,0,97,54,37,0,0,194,76,0
"Davenport-Moline-Rock Island, IA-IL",19340,2018,365,95,266,4,0,0,0,108,72,56,0,0,41,267,57
"Dayton, OH",19380,2018,365,149,211,5,0,0,0,140,70,54,0,0,113,252,0
"Decatur, AL",19460,2018,364,251,113,0,0,0,0,100,59,44,0,0,128,236,0
"Decatur, IL",19500,2018,365,162,200,3,0,0,0,126,67,52,0,0,86,279,0
"Deltona-Daytona Beach-Ormond Beach, FL",19660,2018,365,291,74,0,0,0,0,80,55,41,0,0,146,219,0
"Deming, NM",19700,2018,357,343,11,3,0,0,0,137,32,16,0,0,0,0,357
"Denver-Aurora-Lakewood, CO",19740,2018,365,51,257,49,8,0,0,174,112,64,0,33,210,109,13
"Des Moines-West Des Moines, IA",19780,2018,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0
"Detroit-Warren-Dearborn, MI",19820,2018,365,101,250,12,2,0,0,151,84,57,0,1,67,280,17
"Dickinson, ND",19860,2018,361,311,50,0,0,0,0,90,54,38,0,0,282,79,0
"Dodge City, KS",19980,2018,354,325,28,1,0,0,0,129,41,17,0,0,0,0,354
"Dothan, AL",20020,2018,277,230,47,0,0,0,0,80,54,37,0,0,191,86,0
"Douglas, GA",20060,2018,116,106,10,0,0,0,0,69,49,29,0,0,0,116,0
"Dover, DE",20100,2018,365,267,96,2,0,0,0,133,59,42,0,0,214,151,0
"DuBois, PA",20180,2018,343,320,22,1,0,0,0,101,46,33,0,0,343,0,0
"Duluth, MN-WI",20260,2018,365,281,82,2,0,0,0,109,61,39,0,0,222,135,8
"Durango, CO",20420,2018,365,236,109,10,7,3,0,243,80,45,0,0,305,57,3
"Durant, OK",20460,2018,301,257,41,3,0,0,0,119,58,38,0,0,301,0,0
"Durham-Chapel Hill, NC",20500,2018,358,190,168,0,0,0,0,100,62,49,0,0,103,255,0
"Dyersburg, TN",20540,2018,356,257,99,0,0,0,0,83,56,38,0,0,0,356,0
"Eagle Pass, TX",20580,2018,342,252,90,0,0,0,0,100,60,37,0,0,0,342,0
"East Stroudsburg, PA",20700,2018,355,309,44,2,0,0,0,108,54,36,0,0,318,37,0
"Eau Claire, WI",20740,2018,365,244,120,1,0,0,0,129,65,44,0,0,156,209,0
"Effingham, IL",20820,2018,245,214,30,1,0,0,0,112,51,39,0,0,245,0,0
"El Centro, CA",20940,2018,365,67,248,41,7,2,0,286,108,64,0,4,103,164,94
"El Dorado, AR",20980,2018,365,189,173,3,0,0,0,122,63,49,0,0,0,365,0
"El Paso, TX",21340,2018,365,91,257,15,2,0,0,164,84,59,0,11,133,219,2
"Elizabethtown-Fort Knox, KY",21060,2018,361,191,170,0,0,0,0,100,64,49,0,0,66,295,0
"Elkhart-Goshen, IN",21140,2018,363,228,132,3,0,0,0,105,62,44,0,0,139,224,0
"Elko, NV",21220,2018,346,296,46,4,0,0,0,126,61,19,0,0,77,24,245
"Ellensburg, WA",21260,2018,358,290,56,5,6,1,0,221,62,26,0,0,0,358,0
"Emporia, KS",21380,2018,116,96,20,0,0,0,0,67,53,30,0,0,0,116,0
"Erie, PA",21500,2018,365,224,141,0,0,0,0,84,63,44,0,5,148,212,0
"Espa?ola, NM",21580,2018,362,246,113,3,0,0,0,126,77,46,0,0,360,2,0
"Eugene, OR",21660,2018,365,213,144,7,1,0,0,156,74,44,0,0,72,292,1
"Eureka-Arcata-Fortuna, CA",21700,2018,365,301,58,5,1,0,0,167,58,35,0,2,231,117,15
"Evanston, WY",21740,2018,365,287,77,1,0,0,0,108,61,44,0,2,354,0,9
"Evansville, IN-KY",21780,2018,365,171,190,4,0,0,0,143,69,52,0,0,99,266,0
"Fairbanks, AK",21820,2018,365,215,111,29,10,0,0,158,103,40,0,9,90,264,2
"Fairmont, WV",21900,2018,117,79,38,0,0,0,0,67,57,38,0,0,0,117,0
"Fallon, NV",21980,2018,332,256,71,5,0,0,0,129,67,44,0,0,332,0,0
"Fargo, ND-MN",22020,2018,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5
"Farmington, NM",22140,2018,365,213,136,16,0,0,0,129,93,47,0,2,363,0,0
"Fayetteville, NC",22180,2018,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5
"Fayetteville-Springdale-Rogers, AR-MO",22220,2018,365,196,169,0,0,0,0,87,67,48,0,0,108,257,0
"Fernley, NV",22280,2018,362,304,50,8,0,0,0,133,58,40,0,0,362,0,0
"Flagstaff, AZ",22380,2018,365,236,126,3,0,0,0,126,77,45,0,0,351,14,0
"Flint, MI",22420,2018,362,255,104,3,0,0,0,122,64,43,0,0,179,183,0
"Florence, SC",22500,2018,359,267,92,0,0,0,0,87,57,41,0,0,50,309,0
"Florence-Muscle Shoals, AL",22520,2018,277,235,42,0,0,0,0,93,54,37,0,0,184,93,0
"Fond du Lac, WI",22540,2018,244,213,30,1,0,0,0,101,54,39,0,0,244,0,0
"Fort Collins, CO",22660,2018,365,160,177,25,3,0,0,169,97,53,0,0,287,78,0
"Fort Madison-Keokuk, IA-IL-MO",22800,2018,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0
"Fort Payne, AL",22840,2018,350,302,48,0,0,0,0,84,54,36,0,0,286,64,0
"Fort Smith, AR-OK",22900,2018,363,259,104,0,0,0,0,90,59,41,0,3,156,204,0
"Fort Wayne, IN",23060,2018,365,177,182,6,0,0,0,122,69,51,0,0,132,233,0
"Fresno, CA",23420,2018,365,61,206,79,19,0,0,185,133,75,0,0,210,151,4
"Gadsden, AL",23460,2018,324,169,154,0,1,0,0,154,65,48,0,0,120,204,0
"Gainesville, FL",23540,2018,364,317,47,0,0,0,0,90,52,37,0,0,205,159,0
"Gainesville, GA",23580,2018,322,220,102,0,0,0,0,72,58,41,0,0,0,322,0
"Gardnerville Ranchos, NV",23820,2018,362,291,61,6,2,2,0,229,60,21,0,0,0,362,0
"Georgetown, SC",23860,2018,326,326,0,0,0,0,0,44,27,15,0,0,0,0,326
"Gettysburg, PA",23900,2018,365,243,120,2,0,0,0,105,64,44,0,0,191,174,0
"Gillette, WY",23940,2018,365,256,105,2,2,0,0,169,64,43,0,1,221,38,105
"Glenwood Springs, CO",24060,2018,365,214,135,15,1,0,0,151,87,48,0,0,357,7,1
